longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-119.2,34.27,8,4942,1173,3012,1033,3.445,NEAR OCEAN
-118.27,33.98,39,2062,588,1933,570,1.3801,<1H OCEAN
-119.17,34.26,10,3654,541,1638,551,6.1885,NEAR OCEAN
-118.5,34.52,3,6577,1056,3032,1004,5.9263,INLAND
-122.27,40.46,14,2633,530,1324,513,2.2768,INLAND
-117.89,33.71,24,4365,804,2663,753,4.5814,<1H OCEAN
-121.82,37.37,42,2913,577,1873,580,3.7214,<1H OCEAN
-117.71,33.54,15,2460,368,962,320,7.3878,<1H OCEAN
-122.48,38.54,37,1898,359,973,340,4.2096,INLAND
-117.94,34.09,21,2707,675,1742,626,2.1062,<1H OCEAN
-117.15,32.74,26,3149,832,1320,808,3.0259,NEAR OCEAN
-118.25,34.02,32,1375,448,1698,432,1.6302,<1H OCEAN
-117.38,34.11,36,1497,264,894,275,3.3066,INLAND
-117.38,34.13,23,1326,300,722,263,2.1856,INLAND
-121.8,38.68,11,3851,892,1847,747,3.4331,INLAND
-122.06,37.34,20,3435,593,1293,553,6.7578,<1H OCEAN
-117.43,33.93,36,2386,396,1176,374,4.5122,INLAND
-117.06,33.13,12,8742,2114,4854,1957,2.8015,<1H OCEAN
-118.52,34.32,18,7498,976,3189,955,8.1248,<1H OCEAN
-117.91,33.94,15,5799,842,2314,787,6.3433,<1H OCEAN
-118.32,34.14,23,4574,1423,1624,995,4.0965,<1H OCEAN
-118.49,34.13,24,4394,,1443,528,11.2979,<1H OCEAN
-121.94,37.25,16,3942,749,1894,737,5.2894,<1H OCEAN
-121.44,38.63,38,1673,399,1116,382,1.3302,INLAND
-118.74,34.26,22,4337,673,2347,636,5.4091,<1H OCEAN
-119.38,36.53,38,1281,,1423,293,1.9602,INLAND
-117.95,33.93,37,2633,630,1904,630,2.6123,<1H OCEAN
-119.69,36.82,17,1897,433,1207,384,1.8021,INLAND
-121.1,39.08,13,1110,216,602,209,2.5887,INLAND
-118.04,34.15,34,1523,311,676,295,3.3621,INLAND
-118.26,33.77,36,886,253,809,219,2.4545,NEAR OCEAN
-117.14,32.71,52,500,,480,108,1.8696,NEAR OCEAN
-119.25,34.27,46,679,159,382,143,3.5,NEAR OCEAN
-118.39,34.04,52,1492,277,666,289,4.7386,<1H OCEAN
-118.11,34,24,2403,590,2103,547,2.7292,<1H OCEAN
-121.38,38.64,19,4563,1069,2256,926,2.1472,INLAND
-118.02,34.08,29,2741,667,2449,677,3.6944,INLAND
-116.94,32.83,38,1701,317,872,304,3.7831,<1H OCEAN
-121.75,36.91,32,1461,422,1494,416,2.8056,<1H OCEAN
-118.16,33.78,15,4798,1374,3087,1212,2.127,NEAR OCEAN
-119.77,36.73,44,1960,393,1286,381,2.1518,INLAND
-119.46,36.61,13,1348,258,719,246,3.625,INLAND
-118.5,34.19,35,2720,490,1158,445,5.0796,<1H OCEAN
-118.34,33.95,25,3762,1281,4015,1178,2.1587,<1H OCEAN
-116.91,33.71,19,6807,1164,2703,1055,3.1591,INLAND
-117.12,32.7,14,819,237,827,237,1.3194,NEAR OCEAN
-121.97,37.36,36,765,134,306,136,4.575,<1H OCEAN
-122.82,38.53,27,1823,360,907,317,3.276,<1H OCEAN
-119.06,36.1,21,1344,249,868,221,2.5893,INLAND
-117.98,33.85,23,2089,377,1085,362,4.765,<1H OCEAN
-121.43,37.75,30,1912,451,1065,388,2.1424,INLAND
-116.98,33.93,40,2277,498,1391,453,1.9472,INLAND
-121.55,39.51,48,827,198,396,161,0.8024,INLAND
-118.17,33.77,45,2151,643,1047,579,3.1149,NEAR OCEAN
-117.14,32.76,32,2587,681,1246,650,2.1727,NEAR OCEAN
-118.13,34.07,32,1880,428,1404,424,3.085,<1H OCEAN
-117.9,33.65,30,1634,373,771,364,3.4125,<1H OCEAN
-118.25,33.86,26,3022,476,1852,452,6.0531,<1H OCEAN
-119.05,34.21,27,4357,926,2110,876,3.0119,<1H OCEAN
-121.89,37.66,3,1565,464,769,461,2.1187,INLAND
-118.4,34.05,34,2113,459,859,432,3.6953,<1H OCEAN
-118.4,33.99,39,1613,380,1113,356,2.825,<1H OCEAN
-118.23,33.98,30,2562,959,3909,955,1.9929,<1H OCEAN
-118.25,33.95,48,1766,424,1655,420,0.9751,<1H OCEAN
-122.27,37.85,52,1974,426,875,363,1.5817,NEAR BAY
-121.45,38.48,28,2780,510,1638,533,2.9571,INLAND
-121.36,38.64,24,6540,1008,2667,1031,5.5632,INLAND
-118.21,34.06,30,511,153,1152,149,2.3611,<1H OCEAN
-122.75,38.5,16,4196,638,1713,615,5.449,<1H OCEAN
-122.27,37.51,36,1406,224,598,237,5.8964,NEAR OCEAN
-122.12,37.68,40,1553,253,724,267,4.38,NEAR BAY
-121.45,38.56,52,3420,555,1301,530,4.0417,INLAND
-121.55,38.51,14,5490,851,2415,837,6.5253,INLAND
-117.87,33.6,35,1598,398,782,411,5.1155,<1H OCEAN
-118.05,33.72,17,1875,472,900,406,5.2589,<1H OCEAN
-118.48,34.02,25,1583,460,983,422,2.7019,<1H OCEAN
-119.67,36.8,9,3712,508,1632,474,6.011,INLAND
-118.09,33.79,31,4231,617,1694,623,6.6312,<1H OCEAN
-118.35,34.07,46,1651,410,512,397,4.0179,<1H OCEAN
-118.2,34.05,40,1082,318,1085,273,1.7054,<1H OCEAN
-121.01,37.69,20,3275,760,1538,705,2.48,INLAND
-117.25,34.04,18,5761,1063,2763,1058,4.4472,INLAND
-122.22,37.78,50,1920,530,1525,477,1.4886,NEAR BAY
-118.46,33.97,19,2461,521,777,447,10,<1H OCEAN
-117.28,34.17,26,3728,888,1765,727,1.7456,INLAND
-120.47,34.65,31,1438,320,816,270,2.4583,NEAR OCEAN
-121.87,37.26,24,2383,343,1146,341,5.6223,<1H OCEAN
-122.26,38.29,10,969,160,482,180,6.5799,NEAR BAY
-122,38.35,24,745,116,300,115,3.6176,INLAND
-118.27,34.05,24,323,214,751,189,1.8304,<1H OCEAN
-118.21,33.96,39,2265,628,2323,599,2.1522,<1H OCEAN
-118.05,33.78,18,3414,434,1272,454,8.7015,<1H OCEAN
-121.89,37.25,21,2080,352,1040,325,5.2887,<1H OCEAN
-118.09,33.76,26,1625,440,533,414,1.808,<1H OCEAN
-119.56,36.09,35,1648,285,792,265,3.2847,INLAND
-118.13,33.79,20,6678,1797,3625,1599,3.7716,NEAR OCEAN
-122.02,37.87,14,3056,369,1209,377,8.4352,NEAR BAY
-122.26,37.82,31,4596,1331,2048,1180,2.8345,NEAR BAY
-121.98,37.31,32,2248,460,1191,419,5.606,<1H OCEAN
-117.34,34.13,29,1494,286,991,280,2.125,INLAND
-117.01,32.81,26,4499,645,1866,626,5.516,<1H OCEAN
-117.82,33.78,28,4485,667,2048,685,5.4562,<1H OCEAN
-122.57,40.61,27,1540,315,883,321,2.8036,INLAND
-118.18,33.95,39,2121,579,1991,528,2.9094,<1H OCEAN
-117.39,33.95,35,1599,284,721,287,4.125,INLAND
-117.35,34.15,32,2699,552,2086,551,2.2974,INLAND
-117.84,33.73,20,2572,732,1534,669,2.4211,<1H OCEAN
-119.54,36.52,16,2703,415,1106,372,4.2045,INLAND
-122.31,37.54,45,1222,220,492,205,5.539,NEAR OCEAN
-122.4,37.81,12,1349,349,536,334,7.7852,NEAR BAY
-118.33,34.01,47,1320,259,653,291,3.7727,<1H OCEAN
-116.92,32.79,24,4055,742,2123,744,4.5224,<1H OCEAN
-117.13,33.13,17,3164,652,1123,699,2.082,<1H OCEAN
-118.25,34.13,52,322,88,229,89,2.125,<1H OCEAN
-121.03,39.37,15,1337,326,1172,306,2.6341,INLAND
-121.29,37.95,52,288,86,272,54,0.696,INLAND
-117.88,33.88,15,957,360,615,370,3.0263,<1H OCEAN
-118.38,34.19,42,1308,289,950,302,2.7379,<1H OCEAN
-122.09,37.66,40,1340,313,766,271,3.4722,NEAR BAY
-122.05,39.6,34,2051,342,958,322,2.8466,INLAND
-117.2,32.77,30,156,45,77,40,3.2679,NEAR OCEAN
-122.03,37.97,20,3968,931,2629,903,2.9915,NEAR BAY
-117.24,32.85,18,3117,475,904,368,6.7587,NEAR OCEAN
-118.53,34.09,37,5477,833,1925,757,8.1888,<1H OCEAN
-122.29,37.88,50,1211,261,523,227,3.8672,NEAR BAY
-122.02,37.98,37,1474,343,782,331,3.4187,NEAR BAY
-122.26,37.48,34,4453,682,1805,672,5.6038,NEAR OCEAN
-122.33,40.52,23,2801,507,1318,454,3.5081,INLAND
-119.06,34.23,29,3511,632,2591,596,3.0219,<1H OCEAN
-121.92,37.96,14,5332,884,2093,839,5.2798,INLAND
-118.88,34.2,23,4862,597,1938,594,7.3409,<1H OCEAN
-122.4,40.58,40,3895,929,1782,910,1.3329,INLAND
-122.3,38.32,20,2063,486,1045,460,2.5035,NEAR BAY
-120.1,39.37,10,2325,410,1016,373,4.5208,INLAND
-119,36.07,20,1042,183,509,175,2.9815,INLAND
-117.17,32.77,6,3856,875,1547,816,4.5481,NEAR OCEAN
-122.04,38.25,32,1203,287,571,255,3.0938,INLAND
-121.84,39.73,52,502,100,311,100,1.5481,INLAND
-121.23,37.95,36,811,168,514,152,2.625,INLAND
-116.27,34.13,37,452,109,184,59,3.7292,INLAND
-118.01,34.1,27,2424,542,1713,557,3.8085,INLAND
-120.4,37.92,22,1022,194,517,198,3.625,INLAND
-118.35,34.1,18,7432,2793,3596,2270,2.8036,<1H OCEAN
-117.32,33.25,7,2499,420,1314,398,4.85,<1H OCEAN
-116.9,32.77,8,3600,492,1421,482,6.2609,<1H OCEAN
-117.08,32.71,27,2204,598,1656,521,1.4821,NEAR OCEAN
-118.36,33.97,18,1284,283,990,289,4.0179,<1H OCEAN
-117.41,34,26,2372,621,1647,612,1.4719,INLAND
-117.33,34.06,42,530,123,390,124,1.0469,INLAND
-122.15,37.74,49,1325,277,764,282,3.3125,NEAR BAY
-122.07,37.39,19,1465,342,646,345,4.712,NEAR BAY
-121.51,38.55,46,1485,278,531,291,2.7885,INLAND
-117.15,34.05,9,1442,219,633,230,5.0227,INLAND
-121.45,38.51,29,4221,901,2294,850,2.2245,INLAND
-122.05,36.87,18,2232,440,1091,458,3.8269,NEAR OCEAN
-121.83,37.23,22,5507,841,2785,848,6.0889,<1H OCEAN
-118.36,33.95,42,2532,627,2038,591,2.875,<1H OCEAN
-117.18,33.16,15,5923,1206,3943,1006,3.1793,<1H OCEAN
-117.58,34.09,27,754,200,746,185,1.9531,INLAND
-121.9,38.04,36,1489,331,838,259,1.2024,INLAND
-117.46,34.14,10,714,131,381,119,0.8926,INLAND
-118.43,33.98,19,8324,1590,2927,1538,7.5426,<1H OCEAN
-122.14,39.65,33,419,77,190,67,3.6429,INLAND
-122.13,39.74,20,1401,280,668,250,2.2569,INLAND
-121.83,37.3,17,1299,211,825,217,4.5,<1H OCEAN
-118.1,33.99,31,965,217,599,206,2.7202,<1H OCEAN
-122.46,37.7,37,1028,275,904,261,3.5035,NEAR OCEAN
-118.28,34.24,29,3390,580,1543,576,5.6184,<1H OCEAN
-121.93,37.89,13,2085,292,852,264,7.3445,INLAND
-118.5,34.03,52,1711,245,671,242,7.7572,<1H OCEAN
-121.29,38.12,18,1534,275,741,263,3.9607,INLAND
-117.22,32.85,26,1647,261,694,259,4.6875,NEAR OCEAN
-122.47,37.77,52,3143,635,1350,623,3.8571,NEAR BAY
-118.38,34.07,16,4814,1381,1897,1209,3.3725,<1H OCEAN
-117.91,34.08,35,1443,266,861,262,3.5795,<1H OCEAN
-118.32,34.1,52,786,270,756,273,2.2311,<1H OCEAN
-121.36,38.01,16,2178,667,1192,579,2.3339,INLAND
-118.12,33.99,27,2316,559,2012,544,2.8155,<1H OCEAN
-118.14,33.91,34,1766,410,974,404,3.0703,<1H OCEAN
-122.2,37.79,35,1802,459,1009,390,2.3036,NEAR BAY
-118.13,34.19,42,2203,412,1012,377,4.0714,INLAND
-118.9,35.41,6,4656,971,2320,935,3.0938,INLAND
-114.61,34.83,31,2478,464,1346,479,3.212,INLAND
-118.14,33.78,44,2101,496,1038,500,3.108,NEAR OCEAN
-121.12,35.58,16,4109,798,1298,626,3.4799,NEAR OCEAN
-117.65,34.04,15,3393,,2039,611,3.9336,INLAND
-121.84,37.37,28,1579,339,1252,353,4.1615,<1H OCEAN
-118.27,33.79,39,1513,365,1227,354,3.3929,<1H OCEAN
-120.56,38.48,14,3545,702,946,411,3.4609,INLAND
-121.39,39.61,22,2828,610,986,391,2.8871,INLAND
-116.92,32.76,7,1659,237,862,242,5.2741,<1H OCEAN
-121.29,37.96,52,888,324,630,258,1.2411,INLAND
-118.03,33.78,25,3554,528,1600,537,6.6453,<1H OCEAN
-117.83,33.68,4,3226,838,1666,800,4.1652,<1H OCEAN
-121.79,36.64,11,32627,6445,28566,6082,2.3087,<1H OCEAN
-118.43,34.02,42,1528,244,634,242,8.1631,<1H OCEAN
-121.9,36.97,21,3707,751,1420,608,4.4485,NEAR OCEAN
-121.95,37.33,31,1866,465,821,447,2.3547,<1H OCEAN
-121.91,37.42,19,1684,387,1224,376,4.1389,<1H OCEAN
-117.07,33.12,21,4578,927,2818,900,3.1458,<1H OCEAN
-118.09,33.77,27,2301,640,847,627,1.7208,<1H OCEAN
-118.32,33.82,22,2508,402,1254,395,7.0935,<1H OCEAN
-118.12,34.04,34,2103,427,1355,434,4.5795,<1H OCEAN
-118.22,33.89,37,797,190,485,166,2.7434,<1H OCEAN
-121.86,36.63,37,338,109,231,100,2.5313,<1H OCEAN
-122.43,37.74,52,2229,498,1079,472,5.0196,NEAR BAY
-119.19,36.06,29,1815,376,1421,339,1.9091,INLAND
-117.93,33.65,26,5831,1546,4738,1477,3.1483,<1H OCEAN
-121.09,37.61,42,1787,296,921,287,3.8864,INLAND
-122.07,37.67,27,3239,671,1469,616,3.2465,NEAR BAY
-121.18,37.79,16,1326,286,509,297,1.9464,INLAND
-120.61,35.11,11,3733,831,1839,739,3.3062,<1H OCEAN
-117.69,34.05,10,1875,366,1055,363,4.3264,INLAND
-117.14,33.39,17,2889,587,1931,510,3.8547,<1H OCEAN
-122.95,40.67,17,1498,331,574,242,2.0268,INLAND
-118.41,33.96,32,1044,219,567,222,4.1471,<1H OCEAN
-119.76,36.8,20,6257,1346,2795,1267,2.2094,INLAND
-117.18,32.83,31,1772,353,1090,350,3.9265,NEAR OCEAN
-117.9,34.01,27,1702,381,2091,352,3.7917,<1H OCEAN
-122.04,37.36,26,3298,460,1241,472,6.8753,<1H OCEAN
-118.46,34.04,17,2729,897,1404,758,3.1235,<1H OCEAN
-122.2,39.93,9,1296,287,768,260,1.9191,INLAND
-117.77,33.51,29,3590,772,1070,603,4.4464,<1H OCEAN
-121.99,37.26,17,4034,611,1158,560,8.2069,<1H OCEAN
-117.38,33.14,14,5039,1373,1298,696,3.209,NEAR OCEAN
-119.76,36.75,39,2233,563,2031,491,1.8641,INLAND
-117.39,33.69,5,6529,997,3464,1006,5.3275,<1H OCEAN
-117.05,34.02,21,3098,646,1351,614,2.598,INLAND
-121.42,38.62,33,3171,832,1591,695,2.0786,INLAND
-117.93,34.05,32,3055,623,1902,565,4.2926,<1H OCEAN
-122.41,37.8,30,1821,738,1648,684,0.8836,NEAR BAY
-122.11,37.67,36,2110,389,952,370,3.8,NEAR BAY
-119.61,36.56,34,1911,497,1886,481,1.625,INLAND
-118.01,34.06,26,557,153,455,196,2.7721,INLAND
-118.19,33.99,37,2073,614,2544,598,2.9054,<1H OCEAN
-118.31,34.03,46,2173,510,1343,476,2.025,<1H OCEAN
-122.04,37.66,23,2419,348,1066,384,6.3501,NEAR BAY
-122.07,37.06,31,1634,370,939,332,3.8625,NEAR OCEAN
-121.65,37.12,14,4721,999,2648,888,3.6895,<1H OCEAN
-122.37,37.59,39,4645,1196,2156,1113,3.4412,NEAR OCEAN
-118.4,33.96,43,2416,454,1028,409,5.6732,<1H OCEAN
-118.32,33.34,52,996,264,341,160,2.7361,ISLAND
-118.88,35.34,20,1351,255,762,253,2.1111,INLAND
-118.4,33.87,40,1679,372,719,385,6.435,<1H OCEAN
-121.37,38.68,34,1086,187,663,190,3.3074,INLAND
-122.1,37.39,36,1860,367,794,366,5.0871,NEAR BAY
-119.81,36.78,36,1650,313,660,298,3,INLAND
-117.16,33.54,4,4952,1000,2912,943,3.7538,<1H OCEAN
-117.95,33.78,32,2296,560,1376,532,3.7303,<1H OCEAN
-122.18,37.46,40,2529,293,831,258,15.0001,NEAR BAY
-118.32,33.97,46,1504,270,814,306,4.3919,<1H OCEAN
-117.99,33.88,25,3401,509,1503,498,6.6704,<1H OCEAN
-118.26,34.23,33,1805,303,838,301,5.4306,<1H OCEAN
-120.97,37.67,31,1648,293,792,294,2.4,INLAND
-117.81,34.01,12,9197,1642,4332,1554,4.9589,<1H OCEAN
-118.51,34.19,38,2182,409,1141,379,4.2865,<1H OCEAN
-118.17,33.77,45,2508,797,1340,720,2.6786,NEAR OCEAN
-117.19,33.9,3,21060,3366,9623,2812,4.189,INLAND
-121.01,37.61,5,3655,696,2316,647,3.4703,INLAND
-119.69,34.42,17,1826,544,1325,532,1.2762,<1H OCEAN
-118.27,33.93,41,570,135,466,121,2.6458,<1H OCEAN
-117.81,33.73,19,5471,1345,2828,1247,3.5719,<1H OCEAN
-118.9,34.3,13,5591,1013,3188,971,5.5925,<1H OCEAN
-117.14,32.76,24,3523,991,1775,873,2.1273,NEAR OCEAN
-117.27,34.42,9,5643,1005,3166,957,3.2077,INLAND
-122.06,37.35,31,1795,281,872,282,8.0599,<1H OCEAN
-118.12,33.83,44,1712,314,691,293,4.3594,<1H OCEAN
-118.84,34.11,12,7508,1058,2484,965,5.8788,NEAR OCEAN
-120.6,35.11,17,2495,524,1292,501,2.2625,<1H OCEAN
-119.77,36.76,40,2009,519,2219,505,1.2101,INLAND
-117.81,33.84,17,4343,515,1605,484,10.5981,<1H OCEAN
-117.05,32.68,19,1469,275,1010,292,3.5664,NEAR OCEAN
-117.94,33.92,32,1053,207,1038,222,4.6696,<1H OCEAN
-119.63,34.42,42,1765,263,753,260,8.5608,<1H OCEAN
-121.56,39.51,47,1064,245,603,190,1.3654,INLAND
-117.96,33.83,34,982,148,498,156,6.3214,<1H OCEAN
-118.16,34.09,36,3334,920,2881,800,2.1696,<1H OCEAN
-117.06,32.81,17,3939,550,1694,553,6.7927,<1H OCEAN
-119.83,34.44,35,796,281,567,257,2.1389,NEAR OCEAN
-118.44,34.22,39,1529,344,913,314,3.325,<1H OCEAN
-122,38.83,26,272,49,194,52,3.4187,INLAND
-118.45,34.25,34,2094,380,1207,380,5.2801,<1H OCEAN
-118.18,34.09,44,1688,426,1605,384,3.3785,<1H OCEAN
-122.41,37.75,9,1282,334,1176,305,2.6538,NEAR BAY
-119.02,36.05,22,2078,431,1336,456,2.2202,INLAND
-121.79,38.69,23,1755,321,1061,313,2.8864,INLAND
-117.66,34.15,25,3430,485,1284,438,8.5282,INLAND
-117.76,34.05,36,2910,819,3055,782,1.9029,INLAND
-121.78,37.69,34,2358,498,1157,461,3.3618,INLAND
-121.38,38.59,36,2253,434,1018,426,3.2596,INLAND
-117.87,33.92,17,4575,764,2054,737,6.0571,<1H OCEAN
-117.13,33.14,12,2258,456,1147,433,4.0495,<1H OCEAN
-122.33,37.98,3,2850,544,1024,515,6.0115,NEAR BAY
-118.18,34.13,52,2228,475,1311,452,3.5341,<1H OCEAN
-121.83,37.27,14,2855,380,1420,383,6.6712,<1H OCEAN
-120.76,38.65,17,2319,430,1126,372,3.5511,INLAND
-121.24,37.97,47,886,196,517,188,2.1991,INLAND
-122.11,37.7,29,1298,306,835,338,2.3274,NEAR BAY
-117.14,32.9,16,3217,,2054,687,4.2234,<1H OCEAN
-121.47,38.56,52,889,162,273,145,3.125,INLAND
-118.21,33.9,43,1810,357,1335,358,3.1189,<1H OCEAN
-117.93,33.75,24,1380,339,1472,304,4.2219,<1H OCEAN
-122.24,37.75,45,891,,384,146,4.9489,NEAR BAY
-117.22,33.81,4,9911,1946,5145,1661,3.4237,INLAND
-118.03,33.83,25,768,195,529,184,3.175,<1H OCEAN
-118.31,34.01,39,2073,566,1246,547,2.0417,<1H OCEAN
-117.23,33.23,13,2899,657,1946,579,2.9875,<1H OCEAN
-122.93,38.02,28,1284,265,628,219,3.5469,NEAR OCEAN
-121.45,38.69,32,2962,526,1542,521,2.2243,INLAND
-122.01,37.4,24,1297,297,441,282,3.1439,<1H OCEAN
-121.47,38.51,52,20,4,74,9,3.625,INLAND
-121.44,37.76,5,7264,1285,3670,1146,5.0443,INLAND
-122.57,37.99,45,2404,425,926,400,4.9674,NEAR BAY
-122.13,37.4,29,6027,1195,2687,1171,5.1335,NEAR BAY
-118.3,34.17,16,1353,398,1211,357,3.1551,<1H OCEAN
-117.29,34.13,52,2424,528,1171,455,1.4815,INLAND
-122.05,37.36,34,2400,419,1017,384,4.1369,<1H OCEAN
-118.15,33.8,44,1886,399,1167,372,3.1042,NEAR OCEAN
-118,33.81,17,1530,404,883,344,2.8835,<1H OCEAN
-117.96,33.76,22,2520,556,2126,527,3.7734,<1H OCEAN
-118.11,34.14,52,2401,332,810,308,6.0948,<1H OCEAN
-120.69,38.44,13,1473,265,597,228,4.2917,INLAND
-117.04,32.98,16,1332,196,640,193,6.0226,<1H OCEAN
-122.4,37.6,30,5351,1134,2558,1074,3.5817,NEAR OCEAN
-118.6,34.23,19,8866,2355,5005,2194,3.2564,<1H OCEAN
-118.5,34.15,33,3104,387,1111,376,13.4196,<1H OCEAN
-118.32,33.9,37,1664,401,1316,409,3.0526,<1H OCEAN
-122.64,41.73,36,3319,664,1492,631,1.8694,INLAND
-117.97,33.77,25,1295,417,856,342,2.7157,<1H OCEAN
-118.09,33.9,37,1147,258,742,242,4.0461,<1H OCEAN
-120.75,37.37,32,1656,317,1037,286,2.4964,INLAND
-121.39,36.16,28,1057,249,288,130,3.0526,NEAR OCEAN
-122.3,37.91,39,2686,569,1159,559,2.9441,NEAR BAY
-118.25,34.15,15,3712,1005,1888,890,3.6875,<1H OCEAN
-121.48,38.58,42,1823,566,761,503,1.245,INLAND
-121.94,37.29,22,2593,637,1249,623,3.75,<1H OCEAN
-118.35,33.92,24,2728,845,2023,773,2.75,<1H OCEAN
-118.92,34.18,17,2400,352,1067,323,6.3522,<1H OCEAN
-122.5,37.74,44,2374,496,1087,426,3.5,NEAR OCEAN
-118.33,34.15,44,1321,303,471,301,4.2679,<1H OCEAN
-118.23,34.05,52,346,270,346,251,2.5313,<1H OCEAN
-117.15,33.02,4,15029,2279,5613,1696,7.2731,NEAR OCEAN
-118.22,33.99,24,1402,482,1976,466,2.6964,<1H OCEAN
-116.54,33.81,31,6814,1714,2628,1341,2.1176,INLAND
-118.02,33.85,31,1922,329,1030,353,5.3416,<1H OCEAN
-122.05,37.36,29,1733,255,679,278,7.5337,<1H OCEAN
-122.28,37.51,33,4719,,1980,757,6.1064,NEAR OCEAN
-118.86,34.07,16,1409,244,970,172,8.0144,NEAR OCEAN
-122.65,38.97,32,1856,472,703,292,1.1912,INLAND
-121.91,37.69,23,2179,308,926,299,5.9345,<1H OCEAN
-120.43,34.87,21,2131,329,1094,353,4.6648,<1H OCEAN
-122.44,37.79,52,2045,353,722,327,8.0755,NEAR BAY
-117.02,32.78,31,2567,,1198,499,3.4659,<1H OCEAN
-117.83,33.82,23,1100,285,940,267,3.6953,<1H OCEAN
-117.08,32.69,31,2558,487,1938,492,3.4875,NEAR OCEAN
-120.1,39.19,17,1480,241,202,80,3.9375,INLAND
-122.65,38.99,16,4279,951,1596,666,1.8571,INLAND
-115.69,32.79,18,1564,340,1161,343,2.1792,INLAND
-121.66,36.37,9,1580,287,465,208,6.1668,<1H OCEAN
-122.39,40.52,24,2068,346,951,332,3.9306,INLAND
-116.29,33.72,5,3584,760,1097,470,3.1771,INLAND
-117.71,33.63,16,1565,274,950,280,5.8399,<1H OCEAN
-121.8,37.31,21,2630,446,1789,389,5.0543,<1H OCEAN
-116.46,33.78,33,2565,745,2301,638,2.5477,INLAND
-118.31,33.83,45,2929,755,1635,652,2.9375,<1H OCEAN
-120.25,36.65,31,1177,221,744,223,2.4937,INLAND
-118.08,33.98,36,1492,282,1041,270,4.0677,<1H OCEAN
-121.85,37.26,16,1982,280,1030,297,6.4339,<1H OCEAN
-121.73,36.93,29,2931,535,1954,506,3.2917,<1H OCEAN
-118.38,34.03,44,1913,441,1295,432,3.9537,<1H OCEAN
-118.04,33.83,19,4526,830,2318,748,4.6681,<1H OCEAN
-122.49,38.27,8,5092,988,1657,936,3.5625,NEAR BAY
-120.08,39.61,32,1404,247,544,201,2.7778,INLAND
-116.6,33.06,23,1731,365,612,258,2.7813,INLAND
-118.37,34.18,42,1140,300,643,252,3.3958,<1H OCEAN
-117.12,32.75,13,2795,773,1869,690,2.1767,NEAR OCEAN
-121.91,37.23,22,2614,453,1240,462,6.0712,<1H OCEAN
-119.78,36.71,35,1987,394,1233,383,1.3587,INLAND
-118.25,34.07,18,4297,1420,4332,1286,2.2545,<1H OCEAN
-121.68,36.72,12,19234,4492,12153,4372,3.2652,<1H OCEAN
-118.19,33.91,35,2695,748,2935,706,2.0134,<1H OCEAN
-119.73,34.44,48,2114,390,973,367,4.8021,NEAR OCEAN
-116.94,32.84,32,1607,253,778,262,4.5278,<1H OCEAN
-120.19,39.32,16,1536,298,646,208,2.3594,INLAND
-118.36,34.18,34,1471,423,995,386,2.9583,<1H OCEAN
-122.09,37.36,37,2269,325,930,321,7.5274,NEAR BAY
-122.28,37.83,52,1511,390,901,403,1.4103,NEAR BAY
-121.19,39.05,14,1131,193,520,178,3.9,INLAND
-122.27,37.77,52,1731,377,872,363,4.1667,NEAR BAY
-118.16,34.19,44,2195,449,1377,417,3.5887,<1H OCEAN
-118.18,34.04,44,1079,275,1249,249,3.0417,<1H OCEAN
-121.06,40.23,23,1127,225,215,85,3.4844,INLAND
-120.06,37.02,13,6301,1080,3840,1033,3.5258,INLAND
-121.97,37.36,34,884,153,534,154,6.0116,<1H OCEAN
-117.09,32.7,15,869,217,887,216,1.4583,NEAR OCEAN
-122.43,37.76,52,3708,849,1531,822,3.3565,NEAR BAY
-122.1,37.68,37,2116,503,1109,448,2.535,NEAR BAY
-118.31,33.92,35,1307,246,672,219,4.8456,<1H OCEAN
-117.35,34.04,14,2991,522,1729,537,3.5139,INLAND
-117.91,34.04,15,8749,1761,5278,1691,4.6324,<1H OCEAN
-118.08,34,32,1165,358,997,361,0.9817,<1H OCEAN
-120.62,37.35,18,874,203,572,190,1.6833,INLAND
-117.66,35.63,33,2579,564,1155,431,2.0441,INLAND
-122.68,38.43,18,2723,529,1150,520,3.5885,<1H OCEAN
-118.4,34.09,45,2686,283,857,259,15.0001,<1H OCEAN
-118.35,34.03,43,2122,524,1510,436,2.2273,<1H OCEAN
-121.95,37.32,20,1145,198,431,173,3.1103,<1H OCEAN
-117.07,32.71,26,4151,823,2822,697,2.8372,NEAR OCEAN
-117.71,34.12,20,11250,1893,4952,1859,5.6785,INLAND
-121.95,37.52,33,3994,764,2721,763,5.2308,<1H OCEAN
-121.35,38.51,29,2337,391,1054,352,4.2206,INLAND
-122.01,37.37,25,2213,360,1066,390,7.2165,<1H OCEAN
-118.31,34.26,41,1297,327,733,315,3.0583,<1H OCEAN
-122.04,37.35,20,2016,313,767,310,6.837,<1H OCEAN
-117.03,32.72,38,886,176,505,188,3.5938,NEAR OCEAN
-118.61,34.21,33,2609,431,1208,406,5.4527,<1H OCEAN
-121.36,38.39,10,5121,763,2568,758,5.2447,INLAND
-118.26,33.91,39,935,210,711,193,2.4375,<1H OCEAN
-117.21,34.51,17,4379,629,1720,595,5.086,INLAND
